MaxErr,SKO,Span,s22,c22,s31,c31
4.20E-06,0.509493,2.97847,-0.8,0.8,0.1,-0.6
4.71E-06,0.509493,2.97847,-0.8,-0.8,0.1,0.6
9.03E-06,0.509493,2.92604,-0.8,0.5,0.8,0.5
6.05E-06,0.510718,3.18371,-0.7,-0.8,0.3,-0.7
6.05E-06,0.510718,3.18371,0.7,-0.8,0.3,0.7
5.38E-06,0.510718,2.90973,-0.8,-0.7,0.7,-0.3
5.46E-06,0.510718,2.94729,-0.7,-0.8,0.7,-0.3
5.46E-06,0.510718,2.94729,0.7,-0.8,0.7,0.3
5.38E-06,0.510718,2.90973,0.8,-0.7,0.7,0.3
4.48E-06,0.511126,3.11418,-0.6,-0.6,-0.8,0.7
4.48E-06,0.511126,3.11418,-0.6,-0.6,-0.8,0.7
1.12E-05,0.512754,2.97885,-0.8,0.3,-0.8,-0.7
5.25E-06,0.512754,2.97885,0.8,-0.3,-0.8,-0.7
9.95E-06,0.512754,3.24569,-0.3,0.8,-0.7,-0.8
5.17E-06,0.512754,3.08188,0.8,-0.3,-0.7,-0.8
9.95E-06,0.512754,3.24569,0.3,0.8,-0.7,0.8
5.37E-06,0.512754,2.97885,-0.8,-0.3,0.8,-0.7
5.37E-06,0.512754,2.97885,-0.8,-0.3,0.8,-0.7
8.27E-06,0.51316,2.98523,-0.7,0.7,-0.8,-0.4
4.86E-06,0.513971,3.16805,-0.7,-0.6,-0.7,0.7
4.86E-06,0.513971,3.16805,-0.7,-0.6,-0.7,0.7
5.12E-06,0.514377,3.0946,0.7,-0.5,-0.8,-0.7
4.88E-06,0.514377,3.1038,-0.8,0.8,0.4,0.5
4.39E-06,0.514377,3.04001,-0.8,0.8,0.5,0.4
6.15E-06,0.514377,3.0946,-0.7,0.5,0.8,0.7
8.37E-06,0.516398,2.91562,-0.8,0.6,-0.8,-0.4
8.37E-06,0.516398,2.91562,0.8,0.6,-0.8,0.4
4.92E-06,0.516398,3.2685,0.6,-0.7,-0.6,-0.8
5.06E-06,0.516398,3.24981,0.7,-0.6,-0.6,-0.8
7.46E-06,0.516398,3.28531,-0.6,0.8,-0.4,-0.8
1.35E-05,0.516398,2.82294,-0.8,0,0.8,-0.8
1.19E-05,0.516398,3.32228,0,-0.8,0.8,-0.8
1.19E-05,0.516398,3.32228,0,-0.8,0.8,0.8
1.35E-05,0.516398,2.82294,0.8,0,0.8,0.8
6.13E-06,0.518009,3.16011,-0.7,-0.8,0,-0.8
6.35E-06,0.518009,3.16011,-0.7,0.8,0,-0.8
1.32E-05,0.518009,2.92343,-0.8,-0.1,0.8,-0.8
5.69E-06,0.518009,3.11015,-0.7,-0.4,0.8,-0.8
5.69E-06,0.518009,3.11015,-0.7,-0.4,0.8,-0.8
1.12E-05,0.518009,3.32228,-0.1,-0.8,0.8,-0.8
1.37E-05,0.518009,2.92343,-0.8,0.1,0.8,0.8
1.12E-05,0.518009,3.32228,0.1,-0.8,0.8,0.8
4.69E-06,0.519214,2.97622,-0.8,0.8,-0.6,-0.3
6.22E-06,0.519214,3.14362,-0.8,0.7,0.1,-0.8
6.09E-06,0.519214,3.10534,-0.7,0.8,0.1,-0.8
6.73E-06,0.519214,3.10534,0.7,-0.8,0.1,-0.8
6.73E-06,0.519214,3.10534,-0.7,-0.8,0.1,0.8
4.03E-06,0.519214,2.97622,-0.8,-0.8,0.6,-0.3
5.99E-06,0.519214,3.00967,-0.8,0.7,0.7,0.4
6.49E-06,0.522414,3.24424,-0.6,0.8,0.7,0.6
9.28E-06,0.522813,3.06921,-0.8,0.5,-0.8,-0.6
6.74E-06,0.522813,3.27061,-0.7,0.8,-0.2,-0.8
6.83E-06,0.522813,3.1011,-0.8,0.7,0.2,-0.8
6.64E-06,0.522813,3.27061,-0.7,-0.8,0.2,-0.8
6.84E-06,0.522813,3.1011,0.8,-0.7,0.2,-0.8
6.84E-06,0.522813,3.1011,-0.8,-0.7,0.2,0.8
1.12E-05,0.522813,3.33097,0.2,0.8,0.8,-0.8
7.04E-06,0.522813,3.05807,-0.7,-0.8,0.8,-0.2
7.04E-06,0.522813,3.05807,0.7,-0.8,0.8,0.2
1.27E-05,0.522813,3.02392,-0.8,0.2,0.8,0.8
1.12E-05,0.522813,3.33097,-0.2,0.8,0.8,0.8
7.72E-06,0.524007,3.08966,0.8,0.4,0.7,0.8
8.24E-06,0.524007,3.11701,-0.7,0.7,0.8,0.5
5.21E-06,0.525198,3.16758,-0.8,0.8,-0.5,-0.5
8.76E-06,0.527178,3.05928,-0.8,0.6,-0.8,-0.5
8.76E-06,0.527178,3.05928,0.8,0.6,-0.8,0.5
5.11E-06,0.527573,3.1038,-0.8,0.8,-0.6,-0.4
7.01E-06,0.528756,3.33109,-0.7,0.8,-0.3,-0.8
5.55E-06,0.528756,3.07172,-0.8,-0.8,-0.2,-0.7
7.23E-06,0.528756,3.05857,-0.8,-0.7,0.8,-0.3
6.75E-06,0.528756,3.02145,-0.7,-0.8,0.8,-0.3
7.57E-06,0.528756,3.02145,-0.7,0.8,0.8,0.3
6.75E-06,0.528756,3.02145,0.7,-0.8,0.8,0.3
7.23E-06,0.528756,3.05857,0.8,-0.7,0.8,0.3
4.55E-06,0.531899,3.28218,0.6,-0.7,-0.8,-0.7
4.55E-06,0.531899,3.28218,0.6,-0.7,-0.8,-0.7
4.66E-06,0.531899,3.31543,0.7,-0.6,-0.7,-0.8
5.18E-06,0.538129,3.30147,0.8,-0.5,-0.7,-0.8
6.25E-06,0.542755,3.25951,-0.8,-0.8,-0.1,-0.8
6.15E-06,0.546199,3.21224,-0.8,0.8,0.2,-0.8
7.14E-06,0.546199,3.21224,-0.8,-0.8,0.2,0.8
4.59E-06,0.551891,3.38058,0.7,-0.7,-0.8,-0.7
6.94E-06,0.551891,3.16497,-0.8,-0.8,0.8,-0.3
7.71E-06,0.551891,3.16497,-0.8,0.8,0.8,0.3
4.58E-06,0.554902,3.35404,0.8,-0.6,-0.8,-0.7
4.05E-06,0.559762,3.4168,0.7,-0.8,-0.8,-0.6
4.60E-06,0.571548,3.58197,0.6,-0.8,-0.8,-0.8
5.23E-06,0.574093,3.6062,0.7,-0.8,-0.7,-0.8
4.93E-06,0.574093,3.6062,-0.7,-0.8,-0.7,0.8
4.93E-06,0.574093,3.6062,-0.7,-0.8,-0.7,0.8
6.86E-06,0.581664,3.45561,-1,0.1,-1,-0.6
4.74E-06,0.581664,3.64832,-0.8,-0.8,-0.6,0.8
4.74E-06,0.581664,3.64832,-0.8,-0.8,-0.6,0.8
8.98E-06,0.584523,3.28878,-0.9,0.1,-1,-0.8
5.43E-06,0.590198,3.64049,0.8,-0.7,-0.8,-0.8
5.36E-06,0.590198,3.64049,-0.8,-0.7,-0.8,0.8
5.36E-06,0.590198,3.64049,-0.8,-0.7,-0.8,0.8
8.09E-06,0.595469,3.46394,-1,0.1,-1,-0.7
7.05E-06,0.602771,3.76052,-1,0.4,-0.6,-1
1.02E-05,0.604152,3.81251,-0.9,-0.6,-1,-0.6
6.13E-06,0.608961,3.7547,-1,0.5,-0.7,-0.9
6.57E-06,0.616103,3.80305,-1,0.4,-0.7,-1
1.09E-05,0.620148,3.67925,-1,-0.7,-1,0.3
5.96E-06,0.620148,3.65648,-1,-1,0.5,0.4
8.72E-06,0.621155,3.87698,-0.8,-1,-0.9,-0.3
1.07E-05,0.621825,3.95091,-0.8,-0.9,-1,-0.4
1.12E-05,0.621825,3.53246,-1,-0.3,-0.8,-1
1.12E-05,0.621825,3.53246,-1,-0.3,-0.8,-1
1.17E-05,0.621825,3.76537,-1,-0.6,-0.8,-0.8
1.17E-05,0.621825,3.76537,-1,-0.6,-0.8,-0.8
5.49E-06,0.621825,3.9636,-0.7,-0.9,-0.6,1
1.68E-05,0.621825,3.53246,-1,0.3,0.8,-1
2.25E-05,0.621825,3.46766,-0.9,0.1,1,-1
5.99E-06,0.62283,3.64301,-0.9,-0.4,-1,0.9
5.99E-06,0.62283,3.64301,-0.9,-0.4,-1,0.9
7.35E-06,0.624166,3.79895,-1,0.5,-0.9,0.8
5.26E-06,0.624166,3.88049,-0.7,-0.7,-0.9,1
1.06E-05,0.624166,3.69795,-1,-0.5,-0.8,-0.9
6.45E-06,0.624166,3.79895,-1,0.5,-0.8,-0.9
6.45E-06,0.624166,3.79895,-1,0.5,-0.8,-0.9
5.07E-06,0.624166,3.5289,-1,-1,-0.6,0.3
5.92E-06,0.625833,3.57129,-0.9,-0.2,-1,1
5.92E-06,0.625833,3.57129,-0.9,-0.2,-1,1
8.89E-06,0.628159,3.90354,-1,-0.5,-1,-0.7
1.34E-05,0.628159,4.00898,-0.5,-1,-1,-0.7
9.61E-06,0.628159,3.94989,-0.8,-1,-0.9,-0.4
6.40E-06,0.628159,3.58664,-1,-0.1,-0.9,1
7.79E-06,0.628159,3.58837,-1,-0.8,-0.4,-0.9
1.03E-05,0.628159,3.58837,-1,-0.8,0.4,0.9
1.89E-05,0.628159,3.48058,-1,-0.1,0.9,1
1.94E-05,0.628159,3.58664,-1,0.1,1,-0.9
1.89E-05,0.628159,3.48058,-1,0.1,1,0.9
1.62E-05,0.629153,3.96073,-0.4,-1,-0.9,-0.9
6.45E-06,0.629153,3.72027,-1,-1,0.5,0.5
3.83E-05,0.629153,3.73926,-1,0.4,0.9,-0.9
1.01E-05,0.629484,3.91152,-0.9,-0.9,-1,-0.1
1.21E-05,0.629815,4.03321,-0.6,-1,-1,-0.6
1.54E-05,0.631137,3.98563,-0.4,-1,-1,-0.8
5.64E-06,0.631137,3.63764,-1,-0.4,-1,0.8
8.06E-06,0.631137,3.84558,-1,0.4,-1,0.8
8.51E-06,0.631137,3.91283,-1,-0.8,-0.8,-0.6
8.22E-06,0.631137,3.73697,-1,-0.8,-0.6,-0.8
1.05E-05,0.632126,3.94984,-1,-0.8,-1,-0.1
5.64E-06,0.632126,3.58081,-1,-0.2,-1,0.9
8.73E-06,0.632126,3.94984,-1,-0.8,0.1,-1
1.86E-05,0.632126,3.58081,-1,0.2,0.9,-1
1.08E-05,0.632126,3.86479,-1,-0.8,1,-0.1
8.03E-06,0.632456,3.6821,-0.9,0.3,-1,-1
1.03E-05,0.632456,3.96676,-0.9,-0.9,-1,-0.2
5.49E-06,0.634429,3.98953,-0.9,-0.9,-0.5,0.9
1.13E-05,0.634757,3.85874,-0.9,-0.5,-1,-0.9
1.03E-05,0.635085,3.82227,-1,-0.8,1,-0.2
1.01E-05,0.635741,3.9817,-0.9,-0.8,-0.9,-0.7
1.01E-05,0.635741,3.9817,-0.9,-0.8,-0.9,-0.7
8.53E-06,0.635741,3.89732,-0.9,-1,-0.9,-0.1
1.10E-05,0.636069,4.05744,-0.7,-1,-1,-0.5
1.14E-05,0.636069,3.60402,-1,-0.7,-0.5,-1
9.05E-06,0.63705,3.65961,-1,-0.8,-0.5,-0.9
1.10E-05,0.637377,4.02201,-0.9,-0.9,-1,-0.3
6.03E-06,0.638684,3.6813,-1,-0.3,-1,0.9
7.33E-06,0.638684,3.78761,-1,0.3,-1,0.9
8.95E-06,0.638684,3.95256,-0.9,-1,-0.9,-0.2
4.65E-06,0.638684,4.04976,-0.6,-1,-0.8,0.9
8.67E-06,0.638684,3.81752,-1,-0.9,-0.6,-0.7
8.16E-06,0.638684,3.74424,-0.9,-1,0.9,-0.2
7.46E-06,0.639987,3.77974,-1,-0.8,-0.3,-1
6.71E-06,0.639987,3.78406,-1,-1,0.5,0.6
9.09E-06,0.640963,3.80642,-1,-0.7,-0.7,-0.9
4.81E-06,0.640963,4.07399,-0.7,-1,-0.7,0.9
1.37E-05,0.642586,4.10738,-0.6,-1,-1,-0.7
9.47E-06,0.642586,3.73269,-1,-0.6,-0.7,-1
9.47E-06,0.642586,3.73269,-1,-0.6,-0.7,-1
1.50E-05,0.64291,4.08315,-0.5,-1,-1,-0.8
5.66E-06,0.64291,3.94611,-0.7,-0.7,-1,1
5.28E-06,0.64291,4.08315,-0.5,-1,-0.8,1
5.98E-06,0.64291,3.74845,-1,0.5,1,0.8
9.64E-06,0.643558,4.00781,-0.9,-1,-0.9,-0.3
8.10E-06,0.643881,3.96808,-1,-0.8,-0.8,-0.7
1.03E-05,0.643881,3.88014,-1,-0.8,-0.7,-0.8
1.20E-05,0.646787,4.13161,-0.7,-1,-1,-0.6
1.04E-05,0.646787,4.08998,-0.8,-1,-1,-0.4
1.22E-05,0.646787,3.73721,-1,-0.8,0.4,1
9.69E-06,0.647753,3.89014,-1,-0.4,-1,-0.9
6.79E-06,0.647753,3.78914,-1,0.4,-1,-0.9
6.79E-06,0.647753,3.78914,-1,0.4,-1,-0.9
7.23E-06,0.647753,3.78914,-1,0.4,-0.9,1
9.72E-06,0.65032,4.06305,-0.9,-1,-0.9,-0.4
7.81E-06,0.650641,3.91164,-1,-1,-0.6,-0.6
7.55E-06,0.651281,3.95387,-1,-0.9,-0.7,-0.7
7.04E-06,0.651601,3.71062,-1,-1,0.3,0.8
5.53E-06,0.653197,3.91961,-0.9,-0.5,-1,1
5.53E-06,0.653197,3.91961,-0.9,-0.5,-1,1
9.27E-06,0.653197,3.88131,-1,-0.9,-0.6,-0.8
1.01E-05,0.654153,4.06209,-1,-0.9,-1,-0.1
9.95E-06,0.654153,3.96755,-1,-0.9,1,-0.1
1.01E-05,0.654153,3.93203,-0.9,-1,1,-0.1
1.19E-05,0.655426,4.15584,-0.8,-1,-1,-0.5
6.05E-06,0.655426,4.15584,-0.8,-1,-1,-0.5
1.06E-05,0.657013,4.10936,-1,-0.9,-1,-0.2
1.03E-05,0.657013,3.92275,-1,-0.9,1,-0.2
7.80E-06,0.658913,3.82237,-1,-0.9,-0.5,-0.9
4.80E-06,0.659229,4.10079,-0.5,-1,-1,0.9
1.82E-05,0.659229,4.10079,-0.5,-1,-0.9,-1
7.34E-06,0.659229,3.89995,-1,0.5,-0.9,1
1.06E-05,0.661753,4.16242,-1,-0.9,-1,-0.3
1.03E-05,0.661753,4.15098,-0.9,-1,-1,-0.3
1.06E-05,0.661753,3.83749,-0.9,-1,0.3,1
9.55E-06,0.663011,4.09298,-1,-1,-0.9,-0.2
9.33E-06,0.663011,4.03922,-1,-1,-0.7,-0.6
1.24E-05,0.663325,3.92992,-0.9,-0.9,-0.6,-1
1.25E-05,0.665833,4.23,-0.8,-1,-1,-0.6
9.73E-06,0.667708,4.14822,-1,-1,-0.9,-0.3
1.08E-05,0.668331,4.21036,-0.9,-1,-1,-0.4
1.19E-05,0.668331,3.8377,-1,-0.9,0.4,1
1.92E-05,0.672991,4.19808,-0.6,-1,-0.9,-1
1.60E-05,0.6733,4.27993,-0.7,-1,-1,-0.8
1.06E-05,0.674228,4.20347,-1,-1,-0.9,-0.4
1.11E-05,0.676695,4.27598,-0.9,-1,-1,-0.5
8.61E-06,0.676695,3.89653,-1,-0.9,-0.5,-1
9.38E-06,0.676695,3.96614,-0.9,-1,-0.5,-1
1.11E-05,0.68252,4.25871,-1,-1,-0.9,-0.5
8.81E-06,0.68252,3.99037,-1,-1,-0.5,-0.9
1.06E-05,0.689202,4.19348,-0.9,-0.9,0.8,1
2.06E-05,0.690411,4.32987,-0.6,-1,-1,-1
1.62E-05,0.691616,4.37833,-0.8,-1,-1,-0.8
9.62E-06,0.691616,4.15155,-1,-0.8,-0.8,-1
9.62E-06,0.691616,4.15155,-1,-0.8,-0.8,-1
8.60E-06,0.69851,4.16009,-1,-0.9,-0.7,-1
9.28E-06,0.704154,4.25394,-1,-1,-0.7,-0.9
1.65E-05,0.711805,4.47672,-0.9,-1,-1,-0.8
4.46E-06,0.382971,2.23645,-0.3,0.2,0.6,0.8
4.58E-06,0.391578,2.48354,-0.4,0.4,0.4,0.8
4.48E-06,0.393171,2.46953,0.2,-0.5,0.6,0.7
5.09E-06,0.432049,2.73583,-0.1,-0.6,0.6,-0.8
7.16E-06,0.437798,2.6956,-0.6,-0.5,-0.6,0.6
9.72E-06,0.460072,2.78649,0.4,-0.6,-0.8,-0.6
9.72E-06,0.460072,2.78649,-0.4,-0.6,-0.8,0.6
7.28E-06,0.460977,2.77645,0.6,-0.6,-0.7,-0.5
7.28E-06,0.460977,2.77645,-0.6,-0.6,-0.7,0.5
7.31E-06,0.461429,2.75511,0.3,-0.8,-0.8,-0.3
7.31E-06,0.461429,2.75511,-0.3,-0.8,-0.8,0.3
8.41E-06,0.461429,2.92474,-0.6,-0.5,0.5,-0.8
8.41E-06,0.461429,2.92474,0.6,-0.5,0.5,0.8
9.35E-06,0.46188,2.907,0.2,-0.7,-0.8,-0.6
7.56E-06,0.46188,2.86854,0.2,-0.8,-0.8,-0.4
7.56E-06,0.46188,2.86854,-0.2,-0.8,-0.8,0.4
9.35E-06,0.46188,2.907,-0.2,-0.7,-0.8,0.6
1.05E-05,0.46188,2.77737,0.7,-0.2,-0.6,-0.8
7.32E-06,0.46188,2.81831,0.7,-0.5,-0.6,-0.6
7.32E-06,0.46188,2.81831,-0.7,-0.5,-0.6,0.6
1.05E-05,0.46188,2.77737,-0.7,-0.2,-0.6,0.8
7.48E-06,0.46188,2.90368,-0.5,-0.7,0.6,-0.6
7.48E-06,0.46188,2.90368,0.5,-0.7,0.6,0.6
1.29E-05,0.46188,2.74266,-0.4,-0.4,0.8,-0.8
6.55E-06,0.463231,2.79811,0.4,-0.8,-0.7,-0.4
6.55E-06,0.463231,2.79811,-0.4,-0.8,-0.7,0.4
8.55E-06,0.463231,2.74458,-0.7,-0.4,-0.7,0.6
8.83E-06,0.463231,2.84092,-0.7,-0.4,-0.6,0.7
6.67E-06,0.463231,2.90595,-0.8,-0.4,0.4,-0.7
8.43E-06,0.463231,2.87945,-0.4,-0.7,0.7,-0.6
8.43E-06,0.463231,2.87945,0.4,-0.7,0.7,0.6
7.14E-06,0.464579,2.90624,-0.7,-0.5,0.5,-0.7
7.21E-06,0.464579,2.9613,-0.5,-0.7,0.5,-0.7
7.21E-06,0.464579,2.9613,0.5,-0.7,0.5,0.7
7.14E-06,0.464579,2.90624,0.7,-0.5,0.5,0.7
1.14E-05,0.465027,2.80067,0.6,-0.3,-0.7,-0.8
1.14E-05,0.465027,2.80067,-0.6,-0.3,-0.7,0.8
7.91E-06,0.465027,2.80067,0.6,0.3,0.7,-0.8
7.91E-06,0.465027,2.80067,-0.6,0.3,0.7,0.8
1.19E-05,0.465027,2.70584,-0.6,-0.3,0.8,-0.7
1.06E-05,0.465027,2.88447,-0.3,-0.6,0.8,-0.7
1.06E-05,0.465027,2.88447,0.3,-0.6,0.8,0.7
1.19E-05,0.465027,2.70584,0.6,-0.3,0.8,0.7
1.35E-05,0.465475,2.73384,-0.5,-0.3,0.8,-0.8
1.35E-05,0.465475,2.73384,0.5,-0.3,0.8,0.8
5.92E-06,0.466815,2.89204,-0.7,-0.6,0.5,-0.6
6.39E-06,0.466815,2.92791,-0.6,-0.7,0.5,-0.6
6.39E-06,0.466815,2.92791,0.6,-0.7,0.5,0.6
5.92E-06,0.466815,2.89204,0.7,-0.6,0.5,0.6
6.02E-06,0.466815,2.87029,-0.6,-0.7,0.6,-0.5
6.02E-06,0.466815,2.87029,0.6,-0.7,0.6,0.5
8.73E-06,0.466815,2.98198,0,-0.8,0.8,-0.5
8.73E-06,0.466815,2.98198,0,-0.8,0.8,0.5
9.07E-06,0.468152,2.9459,0.3,-0.7,-0.7,-0.7
9.07E-06,0.468152,2.9459,-0.3,-0.7,-0.7,0.7
8.71E-06,0.468597,2.82271,0.4,-0.7,-0.8,-0.5
8.71E-06,0.468597,2.82271,-0.4,-0.7,-0.8,0.5
9.03E-06,0.468597,2.79886,0.8,-0.1,-0.5,-0.8
9.03E-06,0.468597,2.79886,-0.8,-0.1,-0.5,0.8
2.56E-06,0.468597,2.54391,-0.8,-0.8,-0.1,0.2
8.71E-06,0.468597,2.94192,-0.7,-0.4,0.5,-0.8
8.92E-06,0.468597,2.98198,-0.1,-0.8,0.8,-0.5
8.92E-06,0.468597,2.98198,0.1,-0.8,0.8,0.5
7.98E-06,0.469042,2.99819,-0.6,-0.6,0.4,-0.8
7.98E-06,0.469042,2.99819,0.6,-0.6,0.4,0.8
9.79E-06,0.470815,2.92507,0.3,-0.7,-0.8,-0.6
7.41E-06,0.470815,2.86854,0.3,-0.8,-0.8,-0.4
7.41E-06,0.470815,2.86854,-0.3,-0.8,-0.8,0.4
9.79E-06,0.470815,2.92507,-0.3,-0.7,-0.8,0.6
9.87E-06,0.470815,2.88161,0.7,-0.3,-0.6,-0.8
9.87E-06,0.470815,2.88161,-0.7,-0.3,-0.6,0.8
8.20E-06,0.470815,2.9543,-0.8,-0.3,0.4,-0.8
8.20E-06,0.470815,2.9543,0.8,-0.3,0.4,0.8
6.26E-06,0.470815,2.88161,-0.7,-0.3,0.6,-0.8
8.78E-06,0.470815,2.61974,-0.6,-0.1,0.8,-0.8
8.78E-06,0.470815,2.61974,0.6,-0.1,0.8,0.8
6.75E-06,0.472141,2.97997,-0.7,-0.6,0.4,-0.7
6.75E-06,0.472141,2.97997,0.7,-0.6,0.4,0.7
7.04E-06,0.472582,2.84216,-0.8,-0.4,-0.6,0.6
6.91E-06,0.472582,2.97329,-0.4,-0.8,0.6,-0.6
6.91E-06,0.472582,2.97329,0.4,-0.8,0.6,0.6
9.83E-06,0.473462,2.94162,0.5,-0.6,-0.7,-0.7
9.49E-06,0.473462,2.9086,0.6,-0.5,-0.7,-0.7
9.49E-06,0.473462,2.9086,-0.6,-0.5,-0.7,0.7
9.83E-06,0.473462,2.94162,-0.5,-0.6,-0.7,0.7
1.12E-05,0.473902,2.85384,0.5,-0.5,-0.8,-0.7
1.12E-05,0.473902,2.85384,-0.5,-0.5,-0.8,0.7
1.08E-05,0.473902,2.9356,0.5,-0.5,-0.7,-0.8
1.08E-05,0.473902,2.9356,-0.5,-0.5,-0.7,0.8
8.90E-06,0.473902,2.89634,0.8,-0.2,-0.5,-0.8
8.90E-06,0.473902,2.89634,-0.8,-0.2,-0.5,0.8
7.48E-06,0.473902,3.01226,-0.8,-0.4,0.3,-0.8
5.85E-06,0.473902,2.90613,-0.8,-0.5,0.5,-0.6
6.25E-06,0.473902,2.99752,-0.5,-0.8,0.5,-0.6
6.25E-06,0.473902,2.99752,0.5,-0.8,0.5,0.6
5.85E-06,0.473902,2.90613,0.8,-0.5,0.5,0.6
9.18E-06,0.473902,2.98198,-0.2,-0.8,0.8,-0.5
9.18E-06,0.473902,2.98198,0.2,-0.8,0.8,0.5
3.22E-06,0.475219,2.66884,-0.8,-0.8,-0.1,0.3
7.49E-06,0.475219,2.94847,-0.8,-0.4,0.5,-0.7
7.66E-06,0.475219,2.92192,-0.4,-0.8,0.7,-0.5
7.66E-06,0.475219,2.92192,0.4,-0.8,0.7,0.5
7.84E-06,0.475657,2.90823,0.6,-0.6,-0.7,-0.6
7.84E-06,0.475657,2.90823,-0.6,-0.6,-0.7,0.6
8.13E-06,0.475657,2.98205,-0.6,-0.6,0.6,-0.7
8.13E-06,0.475657,2.98205,0.6,-0.6,0.6,0.7
1.39E-05,0.476095,2.74064,0.6,-0.2,-0.8,-0.8
1.01E-05,0.476095,2.884,0.5,-0.6,-0.8,-0.6
1.02E-05,0.476095,2.82684,0.6,-0.5,-0.8,-0.6
1.02E-05,0.476095,2.82684,-0.6,-0.5,-0.8,0.6
1.01E-05,0.476095,2.884,-0.5,-0.6,-0.8,0.6
1.39E-05,0.476095,2.74064,-0.6,-0.2,-0.8,0.8
9.20E-06,0.476095,3.00905,0.5,-0.6,-0.6,-0.8
9.20E-06,0.476095,3.00905,-0.5,-0.6,-0.6,0.8
8.89E-06,0.476095,2.99036,-0.6,-0.5,0.6,-0.8
8.89E-06,0.476095,2.99036,0.6,-0.5,0.6,0.8
4.92E-06,0.476095,2.82684,-0.6,-0.5,0.8,-0.6
1.12E-05,0.477406,2.83515,-0.6,-0.4,-0.8,0.7
1.02E-05,0.477406,2.97501,0.4,-0.6,-0.7,-0.8
1.11E-05,0.477406,2.92157,-0.6,-0.4,-0.7,0.8
1.02E-05,0.477406,2.97501,-0.4,-0.6,-0.7,0.8
8.70E-06,0.477406,2.89051,0.8,-0.3,-0.6,-0.7
8.70E-06,0.477406,2.89051,-0.8,-0.3,-0.6,0.7
7.87E-06,0.477406,2.99416,-0.3,-0.8,0.7,-0.6
7.87E-06,0.477406,2.99416,0.3,-0.8,0.7,0.6
1.25E-05,0.477842,2.86215,-0.5,-0.4,-0.8,0.8
1.27E-05,0.477842,2.88205,-0.4,-0.5,0.8,-0.8
1.27E-05,0.477842,2.88205,0.4,-0.5,0.8,0.8
5.36E-06,0.478714,2.96413,-0.6,-0.8,0.5,-0.5
5.36E-06,0.478714,2.96413,0.6,-0.8,0.5,0.5
1.02E-05,0.479149,3.02884,0.2,-0.7,-0.8,-0.7
1.02E-05,0.479149,3.02884,-0.2,-0.7,-0.8,0.7
1.20E-05,0.479149,2.82131,0.7,-0.2,-0.7,-0.8
7.98E-06,0.479149,2.97784,0.5,-0.7,-0.7,-0.6
8.34E-06,0.479149,2.8816,0.7,-0.5,-0.7,-0.6
8.34E-06,0.479149,2.8816,-0.7,-0.5,-0.7,0.6
7.98E-06,0.479149,2.97784,-0.5,-0.7,-0.7,0.6
1.20E-05,0.479149,2.82131,-0.7,-0.2,-0.7,0.8
8.47E-06,0.479149,2.96336,0.7,-0.5,-0.6,-0.7
8.47E-06,0.479149,2.96336,-0.7,-0.5,-0.6,0.7
6.75E-06,0.479149,3.00643,-0.8,-0.5,0.4,-0.7
6.75E-06,0.479149,3.00643,0.8,-0.5,0.4,0.7
7.67E-06,0.479149,3.03546,-0.5,-0.7,0.6,-0.7
8.71E-06,0.479149,2.96336,-0.7,0.5,0.6,0.7
7.67E-06,0.479149,3.03546,0.5,-0.7,0.6,0.7
6.39E-06,0.479149,2.88275,-0.5,-0.8,0.7,-0.4
6.39E-06,0.479149,2.88275,0.5,-0.8,0.7,0.4
9.61E-06,0.480451,2.89357,-0.7,-0.4,-0.7,0.7
9.63E-06,0.480451,3.01123,-0.4,-0.7,0.7,-0.7
9.63E-06,0.480451,3.01123,0.4,-0.7,0.7,0.7
9.08E-06,0.480885,2.85061,0.6,-0.6,-0.8,-0.5
9.08E-06,0.480885,2.85061,-0.6,-0.6,-0.8,0.5
8.03E-06,0.480885,3.06381,0.6,-0.6,-0.5,-0.8
8.03E-06,0.480885,3.06381,-0.6,-0.6,-0.5,0.8
6.03E-06,0.481318,2.97752,-0.8,0.6,-0.4,-0.6
6.03E-06,0.481318,2.97752,0.8,0.6,-0.4,0.6
5.71E-06,0.481318,2.97752,-0.8,-0.6,0.4,-0.6
5.71E-06,0.481318,2.97752,0.8,-0.6,0.4,0.6
7.03E-06,0.481318,3.00207,-0.6,-0.7,0.6,-0.6
7.51E-06,0.481318,2.95505,0.7,0.6,0.6,-0.6
5.29E-06,0.481318,2.80134,-0.8,-0.6,0.6,-0.4
5.20E-06,0.481318,2.90651,-0.6,-0.8,0.6,-0.4
5.20E-06,0.481318,2.90651,0.6,-0.8,0.6,0.4
5.29E-06,0.481318,2.80134,0.8,-0.6,0.6,0.4
7.51E-06,0.481318,2.95505,-0.7,0.6,0.6,0.6
7.03E-06,0.481318,3.00207,0.6,-0.7,0.6,0.6
9.09E-06,0.482614,2.99683,-0.8,0.3,0.5,0.8
9.32E-06,0.482614,2.98198,0.3,0.8,0.8,-0.5
9.32E-06,0.482614,2.98198,-0.3,0.8,0.8,0.5
1.05E-05,0.483046,2.95449,-0.4,0.7,-0.8,-0.6
9.65E-06,0.483046,2.95449,0.4,-0.7,-0.8,-0.6
7.19E-06,0.483046,2.87581,0.4,-0.8,-0.8,-0.4
7.19E-06,0.483046,2.87581,-0.4,-0.8,-0.8,0.4
9.65E-06,0.483046,2.95449,-0.4,-0.7,-0.8,0.6
