MaxErr,SKO,Span,s22,c22,s31,c31
6.28E-06,0.489047,3.07937,0.6,-0.8,-0.3,-0.7
6.28E-06,0.489047,3.07937,-0.6,-0.8,-0.3,0.7
6.02E-06,0.489047,3.07937,-0.6,0.8,0.3,0.7
6.17E-06,0.489473,2.83576,0.5,-0.8,-0.8,-0.3
6.17E-06,0.489473,2.83576,-0.5,-0.8,-0.8,0.3
7.81E-06,0.489473,2.88766,-0.8,0.4,-0.7,-0.6
7.81E-06,0.489473,2.88766,0.8,0.4,-0.7,0.6
5.79E-06,0.489473,2.96868,-0.7,0.7,-0.6,-0.5
4.96E-06,0.489473,2.8821,-0.8,0.7,-0.5,-0.4
5.02E-06,0.489473,2.93074,-0.7,0.8,-0.5,-0.4
4.80E-06,0.489473,2.93074,0.7,-0.8,-0.5,-0.4
3.97E-06,0.489473,2.8821,0.8,-0.7,-0.5,-0.4
3.97E-06,0.489473,2.8821,-0.8,-0.7,-0.5,0.4
4.80E-06,0.489473,2.93074,-0.7,-0.8,-0.5,0.4
4.54E-06,0.489473,2.96301,0.8,-0.7,-0.4,-0.5
4.54E-06,0.489473,2.96301,-0.8,-0.7,-0.4,0.5
7.65E-06,0.489473,3.11276,0.5,-0.8,-0.3,-0.8
6.66E-06,0.489473,3.11275,0.8,-0.5,-0.3,-0.8
6.66E-06,0.489473,3.11275,-0.8,-0.5,-0.3,0.8
7.65E-06,0.489473,3.11276,-0.5,-0.8,-0.3,0.8
7.51E-06,0.489473,3.11276,0.5,0.8,0.3,-0.8
6.98E-06,0.489473,3.11275,-0.8,0.5,0.3,0.8
7.51E-06,0.489473,3.11276,-0.5,0.8,0.3,0.8
4.88E-06,0.489473,2.96301,-0.8,0.7,0.4,0.5
5.26E-06,0.489473,2.98836,-0.7,0.8,0.4,0.5
8.13E-06,0.489473,3.10507,0.4,0.8,0.6,-0.7
8.02E-06,0.489473,2.991,0.8,0.4,0.6,-0.7
8.02E-06,0.489473,2.991,-0.8,0.4,0.6,0.7
8.13E-06,0.489473,3.10507,-0.4,0.8,0.6,0.7
7.87E-06,0.489473,2.88766,-0.8,-0.4,0.7,-0.6
7.00E-06,0.490748,2.87079,0.8,-0.5,-0.7,-0.5
7.00E-06,0.490748,2.87079,-0.8,-0.5,-0.7,0.5
6.82E-06,0.490748,3.1293,0.5,0.8,0.5,-0.7
6.82E-06,0.490748,3.1293,-0.5,0.8,0.5,0.7
1.39E-05,0.491596,2.66144,0.7,0,-0.8,-0.8
7.82E-06,0.491596,2.88683,-0.6,0.7,-0.8,-0.4
1.39E-05,0.491596,2.66144,-0.7,0,-0.8,0.8
7.41E-06,0.491596,3.13726,0.6,-0.7,-0.4,-0.8
7.41E-06,0.491596,3.13726,-0.6,-0.7,-0.4,0.8
7.11E-06,0.491596,3.13726,0.6,0.7,0.4,-0.8
7.17E-06,0.491596,3.12315,0.7,0.6,0.4,-0.8
7.17E-06,0.491596,3.12315,-0.7,0.6,0.4,0.8
7.11E-06,0.491596,3.13726,-0.6,0.7,0.4,0.8
8.10E-06,0.491596,2.81722,-0.7,-0.6,0.8,-0.4
8.10E-06,0.491596,2.81722,0.7,-0.6,0.8,0.4
4.60E-06,0.492866,3.01578,-0.5,-0.6,-0.8,0.7
4.60E-06,0.492866,3.01578,-0.5,-0.6,-0.8,0.7
5.18E-06,0.492866,3.05598,-0.6,-0.5,-0.7,0.8
5.67E-06,0.492866,2.94452,-0.8,0.6,-0.6,-0.5
5.67E-06,0.492866,2.94452,0.8,0.6,-0.6,0.5
6.58E-06,0.492866,3.09591,-0.6,0.8,0.5,0.6
6.30E-06,0.492866,3.03829,-0.6,0.8,0.6,0.5
1.38E-05,0.493288,2.76193,0.7,-0.1,-0.8,-0.8
1.38E-05,0.493288,2.76193,-0.7,-0.1,-0.8,0.8
5.78E-06,0.493288,3.00122,-0.5,-0.5,-0.8,0.8
6.45E-06,0.493288,3.03395,0.7,-0.7,0,-0.8
6.45E-06,0.493288,3.03395,-0.7,-0.7,0,0.8
6.13E-06,0.493288,3.03395,-0.7,0.7,0,0.8
1.20E-05,0.493288,3.13387,-0.1,-0.7,0.8,-0.8
1.20E-05,0.493288,3.13387,0.1,-0.7,0.8,0.8
9.63E-06,0.494132,2.93304,-0.8,0.3,-0.7,-0.7
9.49E-06,0.494132,3.11797,-0.3,0.8,-0.7,-0.7
9.49E-06,0.494132,3.11797,0.3,0.8,-0.7,0.7
6.27E-06,0.494554,2.91106,-0.7,0.7,-0.7,-0.4
3.97E-06,0.494554,2.87312,0.7,-0.8,-0.6,-0.3
4.26E-06,0.494554,2.81831,0.8,-0.7,-0.6,-0.3
4.26E-06,0.494554,2.81831,-0.8,-0.7,-0.6,0.3
3.97E-06,0.494554,2.87312,-0.7,-0.8,-0.6,0.3
7.67E-06,0.494554,3.16269,0.4,-0.8,-0.5,-0.8
7.67E-06,0.494554,3.16269,-0.4,-0.8,-0.5,0.8
5.00E-06,0.494554,3.04915,0.7,-0.8,-0.3,-0.6
5.29E-06,0.494554,3.05094,0.8,-0.7,-0.3,-0.6
3.99E-06,0.494554,2.91243,-0.8,-0.8,-0.3,0.4
5.29E-06,0.494554,3.05094,-0.8,-0.7,-0.3,0.6
5.00E-06,0.494554,3.04915,-0.7,-0.8,-0.3,0.6
6.93E-06,0.494554,3.08639,0.7,-0.7,-0.1,-0.8
6.93E-06,0.494554,3.08639,-0.7,-0.7,-0.1,0.8
3.43E-06,0.494554,2.88522,-0.8,-0.8,0,-0.5
6.76E-06,0.494554,3.08639,-0.7,0.7,0.1,0.8
2.51E-06,0.494554,2.84864,-0.8,-0.8,0.3,0.4
3.94E-06,0.494554,2.91243,-0.8,0.8,0.3,0.4
5.16E-06,0.494554,3.05094,-0.8,0.7,0.3,0.6
5.43E-06,0.494554,3.04915,-0.7,0.8,0.3,0.6
6.54E-06,0.494554,3.11026,-0.7,0.7,0.4,0.7
4.59E-06,0.494554,2.87312,-0.7,0.8,0.6,0.3
8.21E-06,0.494554,2.79706,-0.8,-0.4,0.8,-0.5
8.37E-06,0.494554,2.99962,0.4,0.8,0.8,-0.5
8.37E-06,0.494554,2.99962,-0.4,0.8,0.8,0.5
8.96E-06,0.494975,3.12943,-0.6,0.6,-0.6,-0.8
8.96E-06,0.494975,3.12943,0.6,0.6,-0.6,0.8
3.85E-06,0.495816,2.9325,-0.8,-0.8,-0.1,0.5
3.63E-06,0.495816,2.83795,-0.8,0.8,-0.1,0.5
1.31E-05,0.496655,2.98253,-0.6,0.4,-0.8,-0.8
1.21E-05,0.496655,3.05005,-0.4,0.6,-0.8,-0.8
5.30E-06,0.496655,3.05005,0.4,-0.6,-0.8,-0.8
5.30E-06,0.496655,3.05005,0.4,-0.6,-0.8,-0.8
9.27E-06,0.496655,3.10339,-0.3,0.8,-0.8,-0.6
9.27E-06,0.496655,3.10339,0.3,0.8,-0.8,0.6
1.21E-05,0.496655,3.05005,0.4,0.6,-0.8,0.8
1.31E-05,0.496655,2.98253,0.6,0.4,-0.8,0.8
6.83E-06,0.496655,3.0197,-0.6,-0.8,0,-0.8
6.54E-06,0.496655,3.0197,-0.6,0.8,0,0.8
6.83E-06,0.496655,3.0197,0.6,-0.8,0,0.8
9.50E-06,0.496655,3.13912,-0.3,-0.8,0.6,-0.8
9.50E-06,0.496655,3.13912,0.3,-0.8,0.6,0.8
5.77E-06,0.496655,2.82735,-0.8,-0.3,0.8,-0.6
1.03E-05,0.496655,2.82735,0.8,-0.3,0.8,0.6
5.77E-06,0.496655,2.82735,0.8,-0.3,0.8,0.6
6.45E-06,0.497912,2.98067,-0.6,0.8,-0.7,-0.4
6.08E-06,0.497912,2.85659,0.8,-0.6,-0.7,-0.4
6.08E-06,0.497912,2.85659,-0.8,-0.6,-0.7,0.4
6.19E-06,0.497912,3.15353,0.6,-0.8,-0.4,-0.7
6.19E-06,0.497912,3.15353,-0.6,-0.8,-0.4,0.7
6.62E-06,0.497912,3.07947,0.6,-0.8,-0.1,-0.8
6.38E-06,0.497912,3.12819,0.8,-0.6,-0.1,-0.8
6.06E-06,0.497912,3.04313,0.8,0.6,-0.1,-0.8
6.38E-06,0.497912,3.12819,-0.8,-0.6,-0.1,0.8
6.06E-06,0.497912,3.04313,-0.8,0.6,-0.1,0.8
6.62E-06,0.497912,3.07947,-0.6,-0.8,-0.1,0.8
6.24E-06,0.497912,3.04313,0.8,-0.6,0.1,-0.8
6.24E-06,0.497912,3.04313,-0.8,-0.6,0.1,0.8
6.88E-06,0.497912,3.07947,-0.6,0.8,0.1,0.8
6.52E-06,0.497912,3.15353,-0.6,0.8,0.4,0.7
1.21E-05,0.497912,2.79902,-0.8,0,0.7,-0.8
8.02E-06,0.497912,3.02067,0.7,0.6,0.7,-0.6
8.02E-06,0.497912,3.02067,-0.7,0.6,0.7,0.6
1.21E-05,0.497912,2.79902,0.8,0,0.7,0.8
1.03E-05,0.497912,3.20885,0,-0.8,0.8,-0.7
1.03E-05,0.497912,3.20885,0,-0.8,0.8,0.7
1.40E-05,0.498331,2.87181,-0.7,0.2,-0.8,-0.8
1.12E-05,0.498331,3.15265,0.2,-0.7,-0.8,-0.8
1.12E-05,0.498331,3.15265,-0.2,-0.7,-0.8,0.8
1.40E-05,0.498331,2.87181,0.7,0.2,-0.8,0.8
7.28E-06,0.498331,3.18692,0.5,-0.8,-0.4,-0.8
7.28E-06,0.498331,3.18692,-0.5,-0.8,-0.4,0.8
6.58E-06,0.498331,3.14163,0.7,-0.7,-0.2,-0.8
6.58E-06,0.498331,3.14163,-0.7,-0.7,-0.2,0.8
6.61E-06,0.498331,3.14163,-0.7,0.7,0.2,0.8
7.76E-06,0.498331,3.18692,0.5,0.8,0.4,-0.8
7.76E-06,0.498331,3.18692,-0.5,0.8,0.4,0.8
9.29E-06,0.498331,3.16724,0.5,0.7,0.6,-0.8
9.29E-06,0.498331,3.16724,-0.5,0.7,0.6,0.8
7.48E-06,0.498331,2.84028,-0.8,-0.5,0.8,-0.4
7.48E-06,0.498331,2.84028,0.8,-0.5,0.8,0.4
4.64E-06,0.498331,2.94722,0.7,-0.5,0.8,0.6
1.19E-05,0.499583,2.77917,0.8,-0.1,-0.8,-0.7
1.19E-05,0.499583,2.77917,-0.8,-0.1,-0.8,0.7
4.75E-06,0.499583,3.08627,-0.4,-0.7,-0.8,0.7
4.75E-06,0.499583,3.08627,-0.4,-0.7,-0.8,0.7
1.17E-05,0.499583,2.8809,-0.8,0.1,-0.7,-0.8
4.66E-06,0.499583,3.14301,0.4,-0.7,-0.7,-0.8
4.66E-06,0.499583,3.14301,0.4,-0.7,-0.7,-0.8
5.88E-06,0.499583,2.8809,-0.8,-0.1,-0.7,0.8
4.26E-06,0.499583,2.98149,-0.8,-0.8,-0.2,0.5
5.17E-06,0.499583,3.0476,-0.8,-0.7,0,-0.7
5.52E-06,0.499583,3.01694,-0.7,-0.8,0,-0.7
5.09E-06,0.499583,3.0476,-0.8,0.7,0,0.7
5.00E-06,0.499583,3.01694,-0.7,0.8,0,0.7
5.52E-06,0.499583,3.01694,0.7,-0.8,0,0.7
5.17E-06,0.499583,3.0476,0.8,-0.7,0,0.7
4.86E-06,0.499583,2.98149,-0.8,0.8,0.2,0.5
5.20E-06,0.499583,3.04927,-0.7,-0.4,0.7,-0.8
5.20E-06,0.499583,3.04927,-0.7,-0.4,0.7,-0.8
8.93E-06,0.499583,2.77917,0.8,-0.1,0.7,-0.8
1.17E-05,0.499583,2.95553,0.7,0.4,0.8,-0.7
1.17E-05,0.499583,2.95553,-0.7,0.4,0.8,0.7
5.47E-06,0.500833,3.06252,-0.7,0.8,-0.5,-0.5
5.27E-06,0.500833,3.09488,0.8,-0.7,-0.1,-0.7
5.27E-06,0.500833,3.09488,-0.8,-0.7,-0.1,0.7
5.43E-06,0.500833,3.00033,-0.8,0.7,-0.1,0.7
5.35E-06,0.500833,2.96482,0.7,-0.8,0.1,-0.7
5.19E-06,0.500833,3.00033,0.8,-0.7,0.1,-0.7
5.19E-06,0.500833,3.00033,-0.8,-0.7,0.1,0.7
5.47E-06,0.500833,3.09488,-0.8,0.7,0.1,0.7
5.35E-06,0.500833,2.96482,-0.7,-0.8,0.1,0.7
5.64E-06,0.500833,3.07218,-0.7,0.8,0.1,0.7
7.05E-06,0.501664,2.90921,0.6,-0.8,-0.8,-0.2
7.05E-06,0.501664,2.90921,-0.6,-0.8,-0.8,0.2
6.61E-06,0.501664,3.14509,0.6,-0.8,-0.2,-0.8
6.61E-06,0.501664,3.14509,-0.6,-0.8,-0.2,0.8
6.93E-06,0.501664,3.14509,-0.6,0.8,0.2,0.8
8.34E-06,0.502908,2.94901,-0.7,0.6,-0.8,-0.5
8.34E-06,0.502908,2.94901,0.7,0.6,-0.8,0.5
8.63E-06,0.502908,3.01862,-0.6,0.7,0.8,0.5
4.60E-06,0.503322,2.94589,0.8,-0.7,-0.6,-0.4
4.60E-06,0.503322,2.94589,-0.8,-0.7,-0.6,0.4
5.61E-06,0.503322,3.10618,-0.8,0.7,-0.4,-0.6
3.90E-06,0.503322,2.97622,-0.8,0.8,-0.4,-0.4
4.02E-06,0.503322,2.97622,-0.8,-0.8,-0.4,0.4
5.98E-06,0.503322,3.12014,-0.7,0.8,0.4,0.6
5.58E-06,0.503322,2.94589,-0.8,0.7,0.6,0.4
5.43E-06,0.503322,3.00491,-0.7,0.8,0.6,0.4
7.27E-06,0.504563,2.89707,0.7,-0.7,-0.8,-0.3
7.27E-06,0.504563,2.89707,-0.7,-0.7,-0.8,0.3
6.90E-06,0.504563,3.19688,0.7,-0.7,-0.3,-0.8
6.90E-06,0.504563,3.19688,-0.7,-0.7,-0.3,0.8
5.67E-06,0.504563,3.12743,0.7,-0.8,-0.2,-0.7
5.83E-06,0.504563,3.14215,0.8,-0.7,-0.2,-0.7
5.83E-06,0.504563,3.14215,-0.8,-0.7,-0.2,0.7
5.67E-06,0.504563,3.12743,-0.7,-0.8,-0.2,0.7
5.52E-06,0.504563,3.14215,-0.8,0.7,0.2,0.7
5.41E-06,0.504563,3.12743,-0.7,0.8,0.2,0.7
7.72E-06,0.504563,3.20346,0.5,0.8,0.6,-0.7
7.72E-06,0.504563,3.20346,-0.5,0.8,0.6,0.7
9.64E-06,0.504563,3.22174,-0.2,-0.8,0.7,-0.8
1.18E-05,0.504563,2.98139,-0.8,0.2,0.7,0.8
9.64E-06,0.504563,3.22174,0.2,-0.8,0.7,0.8
1.19E-05,0.504563,2.87507,-0.8,-0.2,0.8,-0.7
9.94E-06,0.504563,3.20885,0.2,0.8,0.8,-0.7
9.94E-06,0.504563,3.20885,-0.2,0.8,0.8,0.7
4.24E-06,0.5058,2.91243,-0.8,-0.8,-0.5,0.3
4.37E-06,0.5058,3.04001,-0.8,-0.8,-0.3,0.5
5.00E-06,0.5058,3.04001,-0.8,0.8,0.3,0.5
1.35E-05,0.506623,2.98925,-0.7,0.3,-0.8,-0.8
1.16E-05,0.506623,3.18426,-0.3,0.7,-0.8,-0.8
1.16E-05,0.506623,3.18426,0.3,0.7,-0.8,0.8
6.79E-06,0.507855,2.92305,-0.6,0.8,-0.8,-0.3
6.81E-06,0.507855,2.92305,0.6,-0.8,-0.8,-0.3
6.81E-06,0.507855,2.92305,-0.6,-0.8,-0.8,0.3
6.97E-06,0.507855,3.21115,0.6,-0.8,-0.3,-0.8
6.97E-06,0.507855,3.21115,-0.6,-0.8,-0.3,0.8
7.63E-06,0.507855,3.21115,-0.6,0.8,0.3,0.8
9.70E-06,0.508265,2.94024,-0.8,0.4,-0.8,-0.6
9.70E-06,0.508265,2.94024,0.8,0.4,-0.8,0.6
4.06E-06,0.508265,3.02574,-0.8,-0.8,0,-0.6
9.10E-06,0.508265,3.23685,0.4,0.8,0.6,-0.8
9.10E-06,0.508265,3.23685,-0.4,0.8,0.6,0.8
9.29E-06,0.508265,2.94024,-0.8,-0.4,0.8,-0.6
7.24E-06,0.509084,2.99977,-0.8,0.6,-0.7,-0.5
7.24E-06,0.509084,2.99977,0.8,0.6,-0.7,0.5
9.03E-06,0.509493,2.92604,-0.8,0.5,-0.8,-0.5
4.71E-06,0.509493,2.97847,-0.8,-0.8,-0.1,-0.6
4.20E-06,0.509493,2.97847,-0.8,0.8,-0.1,0.6
7.79E-06,0.509493,3.26108,0.5,0.8,0.5,-0.8
7.79E-06,0.509493,3.26108,-0.5,0.8,0.5,0.8
5.46E-06,0.510718,2.94729,0.7,-0.8,-0.7,-0.3
5.38E-06,0.510718,2.90973,0.8,-0.7,-0.7,-0.3
5.38E-06,0.510718,2.90973,-0.8,-0.7,-0.7,0.3
5.46E-06,0.510718,2.94729,-0.7,-0.8,-0.7,0.3
6.05E-06,0.510718,3.18371,0.7,-0.8,-0.3,-0.7
6.05E-06,0.510718,3.18371,-0.7,-0.8,-0.3,0.7
4.48E-06,0.511126,3.11418,-0.6,-0.6,0.8,-0.7
4.48E-06,0.511126,3.11418,-0.6,-0.6,0.8,-0.7
5.37E-06,0.512754,2.97885,-0.8,-0.3,-0.8,0.7
5.37E-06,0.512754,2.97885,-0.8,-0.3,-0.8,0.7
9.95E-06,0.512754,3.24569,0.3,0.8,0.7,-0.8
9.95E-06,0.512754,3.24569,-0.3,0.8,0.7,0.8
5.17E-06,0.512754,3.08188,0.8,-0.3,0.7,0.8
1.12E-05,0.512754,2.97885,-0.8,0.3,0.8,0.7
5.25E-06,0.512754,2.97885,0.8,-0.3,0.8,0.7
8.27E-06,0.51316,2.98523,-0.7,0.7,0.8,0.4
4.86E-06,0.513971,3.16805,-0.7,-0.6,0.7,-0.7
4.86E-06,0.513971,3.16805,-0.7,-0.6,0.7,-0.7
4.39E-06,0.514377,3.04001,-0.8,0.8,-0.5,-0.4
4.88E-06,0.514377,3.1038,-0.8,0.8,-0.4,-0.5
5.12E-06,0.514377,3.0946,0.7,-0.5,0.8,0.7
1.19E-05,0.516398,3.32228,0,-0.8,-0.8,-0.8
1.35E-05,0.516398,2.82294,0.8,0,-0.8,-0.8
1.35E-05,0.516398,2.82294,-0.8,0,-0.8,0.8
1.19E-05,0.516398,3.32228,0,-0.8,-0.8,0.8
7.46E-06,0.516398,3.28531,-0.6,0.8,0.4,0.8
5.06E-06,0.516398,3.24981,0.7,-0.6,0.6,0.8
8.37E-06,0.516398,2.91562,0.8,0.6,0.8,-0.4
8.37E-06,0.516398,2.91562,-0.8,0.6,0.8,0.4
1.37E-05,0.518009,2.92343,-0.8,0.1,-0.8,-0.8
1.12E-05,0.518009,3.32228,0.1,-0.8,-0.8,-0.8
1.32E-05,0.518009,2.92343,0.8,-0.1,-0.8,-0.8
1.32E-05,0.518009,2.92343,-0.8,-0.1,-0.8,0.8
5.69E-06,0.518009,3.11015,-0.7,-0.4,-0.8,0.8
1.12E-05,0.518009,3.32228,-0.1,-0.8,-0.8,0.8
6.13E-06,0.518009,3.16011,0.7,-0.8,0,-0.8
6.13E-06,0.518009,3.16011,-0.7,-0.8,0,0.8
6.35E-06,0.518009,3.16011,-0.7,0.8,0,0.8
5.99E-06,0.519214,3.00967,-0.8,0.7,-0.7,-0.4
4.03E-06,0.519214,2.97622,-0.8,-0.8,-0.6,0.3
6.73E-06,0.519214,3.10534,-0.7,-0.8,-0.1,-0.8
6.22E-06,0.519214,3.14362,-0.8,0.7,-0.1,0.8
6.09E-06,0.519214,3.10534,-0.7,0.8,-0.1,0.8
4.69E-06,0.519214,2.97622,-0.8,0.8,0.6,0.3
6.49E-06,0.522414,3.24424,-0.6,0.8,-0.7,-0.6
1.27E-05,0.522813,3.02392,-0.8,0.2,-0.8,-0.8
1.12E-05,0.522813,3.33097,-0.2,0.8,-0.8,-0.8
7.04E-06,0.522813,3.05807,0.7,-0.8,-0.8,-0.2
7.04E-06,0.522813,3.05807,-0.7,-0.8,-0.8,0.2
1.12E-05,0.522813,3.33097,0.2,0.8,-0.8,0.8
6.84E-06,0.522813,3.1011,-0.8,-0.7,-0.2,-0.8
6.64E-06,0.522813,3.27061,0.7,-0.8,-0.2,-0.8
6.83E-06,0.522813,3.1011,-0.8,0.7,-0.2,0.8
6.64E-06,0.522813,3.27061,-0.7,-0.8,-0.2,0.8
6.84E-06,0.522813,3.1011,0.8,-0.7,-0.2,0.8
6.74E-06,0.522813,3.27061,-0.7,0.8,0.2,0.8
9.28E-06,0.522813,3.06921,-0.8,0.5,0.8,0.6
8.24E-06,0.524007,3.11701,-0.7,0.7,-0.8,-0.5
5.21E-06,0.525198,3.16758,-0.8,0.8,0.5,0.5
8.76E-06,0.527178,3.05928,0.8,0.6,0.8,-0.5
8.76E-06,0.527178,3.05928,-0.8,0.6,0.8,0.5
5.11E-06,0.527573,3.1038,-0.8,0.8,0.6,0.4
7.57E-06,0.528756,3.02145,-0.7,0.8,-0.8,-0.3
6.75E-06,0.528756,3.02145,0.7,-0.8,-0.8,-0.3
7.23E-06,0.528756,3.05857,0.8,-0.7,-0.8,-0.3
7.23E-06,0.528756,3.05857,-0.8,-0.7,-0.8,0.3
6.75E-06,0.528756,3.02145,-0.7,-0.8,-0.8,0.3
5.55E-06,0.528756,3.07172,-0.8,-0.8,0.2,0.7
7.01E-06,0.528756,3.33109,-0.7,0.8,0.3,0.8
5.31E-06,0.531899,3.23978,-0.7,0.3,-0.7,-1
4.66E-06,0.531899,3.31543,0.7,-0.6,0.7,0.8
4.66E-06,0.531899,3.31543,0.7,-0.6,0.7,0.8
4.55E-06,0.531899,3.28218,0.6,-0.7,0.8,0.7
5.18E-06,0.538129,3.30147,0.8,-0.5,0.7,0.8
6.25E-06,0.542755,3.25951,-0.8,-0.8,0.1,0.8
7.14E-06,0.546199,3.21224,-0.8,-0.8,-0.2,-0.8
6.15E-06,0.546199,3.21224,-0.8,0.8,-0.2,0.8
7.71E-06,0.551891,3.16497,-0.8,0.8,-0.8,-0.3
6.94E-06,0.551891,3.16497,-0.8,-0.8,-0.8,0.3
4.59E-06,0.551891,3.38058,0.7,-0.7,0.8,0.7
4.58E-06,0.554902,3.35404,0.8,-0.6,0.8,0.7
9.85E-06,0.555278,3.36235,0.8,-0.5,0.8,-0.8
4.05E-06,0.559762,3.4168,0.7,-0.8,0.8,0.6
4.60E-06,0.571548,3.58197,0.6,-0.8,0.8,0.8
4.93E-06,0.574093,3.6062,-0.7,-0.8,0.7,-0.8
4.93E-06,0.574093,3.6062,-0.7,-0.8,0.7,-0.8
4.74E-06,0.581664,3.64832,-0.8,-0.8,0.6,-0.8
4.74E-06,0.581664,3.64832,-0.8,-0.8,0.6,-0.8
5.36E-06,0.590198,3.64049,-0.8,-0.7,0.8,-0.8
5.36E-06,0.590198,3.64049,-0.8,-0.7,0.8,-0.8
5.43E-06,0.590198,3.64049,0.8,-0.7,0.8,0.8
5.96E-06,0.620148,3.65648,-1,-1,-0.5,-0.4
1.09E-05,0.620148,3.67925,-1,-0.7,1,-0.3
8.72E-06,0.621155,3.87698,-0.8,-1,0.9,0.3
2.25E-05,0.621825,3.46766,-0.9,0.1,-1,1
1.68E-05,0.621825,3.53246,-1,0.3,-0.8,1
5.49E-06,0.621825,3.9636,-0.7,-0.9,0.6,-1
1.17E-05,0.621825,3.76537,-1,-0.6,0.8,0.8
1.17E-05,0.621825,3.76537,-1,-0.6,0.8,0.8
1.12E-05,0.621825,3.53246,-1,-0.3,0.8,1
1.07E-05,0.621825,3.95091,-0.8,-0.9,1,0.4
5.99E-06,0.62283,3.64301,-0.9,-0.4,1,-0.9
5.99E-06,0.62283,3.64301,-0.9,-0.4,1,-0.9
5.07E-06,0.624166,3.5289,-1,-1,0.6,-0.3
1.06E-05,0.624166,3.69795,-1,-0.5,0.8,0.9
6.45E-06,0.624166,3.79895,-1,0.5,0.8,0.9
5.26E-06,0.624166,3.88049,-0.7,-0.7,0.9,-1
7.35E-06,0.624166,3.79895,-1,0.5,0.9,-0.8
5.92E-06,0.625833,3.57129,-0.9,-0.2,1,-1
5.18E-06,0.626831,3.8618,-0.8,-0.6,0.9,-1
1.89E-05,0.628159,3.48058,-1,0.1,-1,-0.9
1.94E-05,0.628159,3.58664,-1,0.1,-1,0.9
1.89E-05,0.628159,3.48058,-1,-0.1,-0.9,-1
1.03E-05,0.628159,3.58837,-1,-0.8,-0.4,-0.9
7.79E-06,0.628159,3.58837,-1,-0.8,0.4,0.9
6.40E-06,0.628159,3.58664,-1,-0.1,0.9,-1
9.61E-06,0.628159,3.94989,-0.8,-1,0.9,0.4
8.89E-06,0.628159,3.90354,-1,-0.5,1,0.7
1.34E-05,0.628159,4.00898,-0.5,-1,1,0.7
3.83E-05,0.629153,3.73926,-1,0.4,-0.9,0.9
6.45E-06,0.629153,3.72027,-1,-1,-0.5,-0.5
1.01E-05,0.629484,3.91152,-0.9,-0.9,1,0.1
1.21E-05,0.629815,4.03321,-0.6,-1,1,0.6
8.22E-06,0.631137,3.73697,-1,-0.8,0.6,0.8
8.51E-06,0.631137,3.91283,-1,-0.8,0.8,0.6
5.64E-06,0.631137,3.63764,-1,-0.4,1,-0.8
5.64E-06,0.631137,3.63764,-1,-0.4,1,-0.8
8.06E-06,0.631137,3.84558,-1,0.4,1,-0.8
8.06E-06,0.631137,3.84558,-1,0.4,1,-0.8
1.08E-05,0.632126,3.86479,-1,-0.8,-1,0.1
1.86E-05,0.632126,3.58081,-1,0.2,-0.9,1
8.73E-06,0.632126,3.94984,-1,-0.8,-0.1,1
9.68E-06,0.632126,3.90008,-0.8,-1,-0.1,1
5.64E-06,0.632126,3.58081,-1,-0.2,1,-0.9
1.05E-05,0.632126,3.94984,-1,-0.8,1,0.1
5.11E-06,0.632456,4.01354,-0.6,-0.9,0.8,-1
1.03E-05,0.632456,3.96676,-0.9,-0.9,1,0.2
1.13E-05,0.634757,3.85874,-0.9,-0.5,1,0.9
1.13E-05,0.634757,3.85874,-0.9,-0.5,1,0.9
1.03E-05,0.635085,3.82227,-1,-0.8,-1,0.2
8.53E-06,0.635741,3.89732,-0.9,-1,0.9,0.1
1.01E-05,0.635741,3.9817,-0.9,-0.8,0.9,0.7
1.14E-05,0.636069,3.60402,-1,-0.7,0.5,1
1.10E-05,0.636069,4.05744,-0.7,-1,1,0.5
9.05E-06,0.63705,3.65961,-1,-0.8,0.5,0.9
1.10E-05,0.637377,4.02201,-0.9,-0.9,1,0.3
8.16E-06,0.638684,3.74424,-0.9,-1,-0.9,0.2
8.67E-06,0.638684,3.81752,-1,-0.9,0.6,0.7
4.65E-06,0.638684,4.04976,-0.6,-1,0.8,-0.9
8.95E-06,0.638684,3.95256,-0.9,-1,0.9,0.2
6.03E-06,0.638684,3.6813,-1,-0.3,1,-0.9
7.33E-06,0.638684,3.78761,-1,0.3,1,-0.9
7.33E-06,0.638684,3.78761,-1,0.3,1,-0.9
6.71E-06,0.639987,3.78406,-1,-1,-0.5,-0.6
7.46E-06,0.639987,3.77974,-1,-0.8,0.3,1
4.81E-06,0.640963,4.07399,-0.7,-1,0.7,-0.9
9.09E-06,0.640963,3.80642,-1,-0.7,0.7,0.9
9.35E-06,0.641288,3.97338,-0.9,-0.9,0.8,0.7
9.47E-06,0.642586,3.73269,-1,-0.6,0.7,1
9.47E-06,0.642586,3.73269,-1,-0.6,0.7,1
1.37E-05,0.642586,4.10738,-0.6,-1,1,0.7
5.98E-06,0.64291,3.74845,-1,0.5,-1,-0.8
5.98E-06,0.64291,3.74845,-1,0.5,-1,-0.8
5.28E-06,0.64291,4.08315,-0.5,-1,0.8,-1
5.66E-06,0.64291,3.94611,-0.7,-0.7,1,-1
1.50E-05,0.64291,4.08315,-0.5,-1,1,0.8
9.64E-06,0.643558,4.00781,-0.9,-1,0.9,0.3
1.03E-05,0.643881,3.88014,-1,-0.8,0.7,0.8
8.10E-06,0.643881,3.96808,-1,-0.8,0.8,0.7
